,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
87436,138560,\N,\N,Withheld for privacy,4,24,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 10:13,10,12/03/2019 10:13,0.613954,4.3.1,en,\N,\N,\N,\N,DE,100,12/03/2019 10:13,10,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
87473,138597,\N,\N,Withheld for privacy,11,71,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 10:37,10,12/03/2019 10:37,3.20105,4.3.1,en,\N,\N,\N,\N,DE,100,12/03/2019 10:37,10,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
87560,138687,\N,\N,Withheld for privacy,5,46,it,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 11:32,11,12/03/2019 11:32,2.02224,4.3.1,en,\N,\N,\N,\N,DE,100,12/03/2019 11:32,11,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,3,0.4286,1
87564,138691,\N,\N,Withheld for privacy,3,21,tl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 11:36,11,12/03/2019 11:36,0.100156,4.3.1,en,\N,\N,\N,\N,DE,100,12/03/2019 11:36,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
87567,138694,\N,\N,Withheld for privacy,10,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 11:38,11,12/03/2019 11:38,2.92593,4.3.1,en,\N,\N,\N,\N,TR,300,12/03/2019 13:38,13,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
87712,138841,\N,\N,Withheld for privacy,11,88,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 13:21,13,12/03/2019 13:21,1.34065,4.3.1,en,\N,\N,\N,\N,ES,100,12/03/2019 13:21,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
87772,138903,\N,\N,Withheld for privacy,10,66,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 13:59,13,12/03/2019 13:59,1.5460399999999999,4.3.1,en,\N,\N,\N,\N,BR,-400,12/03/2019 08:59,8,7,5,stereotype,\N,no,no,no,\N,\N,\N,3,0.4286,1
87774,138905,\N,\N,Withheld for privacy,6,26,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 14:00,14,12/03/2019 14:00,2.55198,4.3.1,en,\N,\N,\N,\N,CN,800,12/03/2019 21:00,21,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
87814,138954,\N,\N,Withheld for privacy,4,36,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 14:25,14,12/03/2019 14:25,0.385254,4.3.1,en,\N,\N,\N,\N,ES,\N,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
87830,138978,\N,\N,Withheld for privacy,11,94,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 14:40,14,12/03/2019 14:40,2.80485,4.3.1,en,\N,\N,\N,\N,CH,100,12/03/2019 14:40,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
87928,139123,\N,\N,Withheld for privacy,15,117,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 15:52,15,12/03/2019 15:52,4.4405,4.3.1,en,\N,\N,\N,\N,HK,800,12/03/2019 22:52,22,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
87958,139156,\N,\N,Withheld for privacy,4,26,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 16:08,16,12/03/2019 16:08,0.142748,4.3.1,de,\N,\N,\N,\N,DE,100,12/03/2019 16:08,16,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
88144,139365,\N,\N,Withheld for privacy,5,36,it,11643809,\N,2017,2,143,993,en,5631057,38,1,digital_library,academic_publication,12/03/2019 19:03,19,12/03/2019 19:03,0.31859699999999996,4.3.1,en,\N,\N,\N,\N,US,-400,12/03/2019 14:03,14,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
88168,139389,\N,\N,Withheld for privacy,10,106,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,12/03/2019 19:31,19,12/03/2019 19:31,0.14876099999999998,4.3.1,de,\N,\N,\N,\N,DE,100,12/03/2019 19:31,19,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
88194,139415,\N,\N,Withheld for privacy,11,92,en,11152453,en,2013,3,132,910,en,5625022,64,1,digital_library,academic_publication,12/03/2019 20:14,20,12/03/2019 20:14,2.07566,4.3.1,en,\N,\N,\N,\N,US,-400,12/03/2019 15:14,15,7,22,same_author,\N,no,no,no,\N,\N,\N,1,0.1429,1
88307,139531,\N,\N,Withheld for privacy,11,77,en,63111482,\N,2013,3,\N,\N,\N,2947747,58,1,digital_library,academic_publication,12/03/2019 22:59,22,12/03/2019 22:59,3.6192599999999997,4.3.1,en,\N,\N,\N,\N,AT,100,12/03/2019 22:59,22,7,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,1,0.1429,1
88402,139628,\N,\N,Withheld for privacy,5,27,nl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 02:30,2,13/03/2019 02:30,2.29693,4.3.1,en,\N,\N,\N,\N,CO,-500,12/03/2019 20:30,20,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
88403,139629,\N,\N,Withheld for privacy,14,117,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 02:31,2,13/03/2019 02:31,1.04063,4.3.1,fr,\N,\N,\N,\N,CA,-400,12/03/2019 21:31,21,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
88444,139670,\N,\N,Withheld for privacy,7,51,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 04:51,4,13/03/2019 04:51,1.65055,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 04:51,4,7,4,stereotype,\N,no,no,no,\N,\N,\N,1,0.1429,1
88456,139682,\N,\N,Withheld for privacy,4,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 05:17,5,13/03/2019 05:17,4.18919,4.3.1,en,\N,\N,\N,\N,IN,530,13/03/2019 09:47,9,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
88670,139899,\N,\N,Withheld for privacy,10,77,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 10:51,10,13/03/2019 10:51,3.88427,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 10:51,10,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
88677,139906,\N,\N,Withheld for privacy,10,77,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 10:53,10,13/03/2019 10:53,3.4727699999999997,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 10:53,10,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
88725,139954,\N,\N,Withheld for privacy,10,59,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 11:30,11,13/03/2019 11:30,5.9702,4.3,en,\N,\N,\N,\N,NL,100,13/03/2019 11:30,11,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,4,0.5714,1
88743,139972,\N,\N,Withheld for privacy,3,26,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 11:42,11,13/03/2019 11:42,0.176523,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 11:42,11,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
88760,139989,\N,\N,Withheld for privacy,4,35,de,8484355,\N,2007,1,\N,\N,\N,1108483,28,1,digital_library,academic_publication,13/03/2019 11:53,11,13/03/2019 11:53,1.6251200000000001,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 11:53,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
88866,140303,\N,\N,Withheld for privacy,10,73,en,78534455,\N,2012,4,70,480,en,111683,1900,1,digital_library,academic_publication,13/03/2019 13:38,13,13/03/2019 13:38,4.42141,4.3.1,en,\N,\N,\N,\N,PL,100,13/03/2019 13:38,13,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
88976,141518,\N,\N,Withheld for privacy,13,105,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 14:51,14,13/03/2019 14:51,5.1109800000000005,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
88980,141545,\N,\N,Withheld for privacy,2,19,de,48442642,\N,1879,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 14:52,14,13/03/2019 14:52,0.10654300000000001,4.3.1,en,\N,\N,\N,\N,DE,100,13/03/2019 14:52,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
89001,141934,\N,\N,Withheld for privacy,6,50,ro,80660972,\N,1979,1,\N,\N,\N,5628025,7,1,digital_library,academic_publication,13/03/2019 15:06,15,13/03/2019 15:06,2.20147,4.3.1,en,\N,\N,\N,\N,FR,100,13/03/2019 15:06,15,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
89063,143073,\N,\N,Withheld for privacy,8,42,en,28468067,en,1981,1,\N,\N,\N,34086,16,1,digital_library,academic_publication,13/03/2019 16:02,16,13/03/2019 16:02,1.48585,4.3.1,en,\N,\N,\N,\N,CA,-400,13/03/2019 11:02,11,6,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,1,0.1667,1
89106,144054,\N,\N,Withheld for privacy,10,83,en,115557276,\N,2014,1,2,16,en,\N,\N,1,digital_library,academic_publication,13/03/2019 16:33,16,13/03/2019 16:33,0.8679950000000001,4.3.1,en,\N,\N,\N,\N,ES,100,13/03/2019 16:33,16,7,9,content_based_filtering,mlt_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
89165,144992,\N,\N,Withheld for privacy,3,19,en,21154577,\N,2004,1,48,322,en,5348412,204,1,digital_library,academic_publication,13/03/2019 17:02,17,13/03/2019 17:02,0.765208,4.3.1,en,\N,\N,\N,\N,US,\N,\N,\N,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
89220,146701,\N,\N,Withheld for privacy,10,76,en,8257828,\N,2009,2,157,1028,en,1084075,124,1,digital_library,academic_publication,13/03/2019 18:03,18,13/03/2019 18:03,0.100075,4.3.1,en,\N,\N,\N,\N,CA,-400,13/03/2019 13:03,13,7,23,same_author,\N,no,no,no,\N,\N,\N,1,0.1429,1
89226,146794,\N,\N,Withheld for privacy,6,39,es,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 18:07,18,13/03/2019 18:07,0.8645450000000001,4.3.1,en,\N,\N,\N,\N,ES,100,13/03/2019 18:07,18,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
89269,147104,\N,\N,Withheld for privacy,12,95,en,63090757,\N,2011,2,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 18:51,18,13/03/2019 18:51,3.3980300000000003,4.3.1,en,\N,\N,\N,\N,GR,200,13/03/2019 19:51,19,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
89399,147237,\N,\N,Withheld for privacy,10,78,en,11334858,\N,2015,5,125,808,en,2348469,70,1,digital_library,academic_publication,13/03/2019 20:48,20,13/03/2019 20:48,2.1106700000000003,4.3.1,en,\N,\N,\N,\N,PT,0,13/03/2019 19:48,19,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
89440,147280,\N,\N,Withheld for privacy,6,48,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,13/03/2019 22:10,22,13/03/2019 22:10,1.1424299999999998,4.3.1,en,\N,\N,\N,\N,GB,0,13/03/2019 21:10,21,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
89604,147445,\N,\N,Withheld for privacy,10,66,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 05:37,5,14/03/2019 05:37,0.177174,4.3.1,en,\N,\N,\N,\N,BR,-400,14/03/2019 00:37,0,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,3,0.4286,1
89619,147460,\N,\N,Withheld for privacy,10,64,en,71848249,\N,1999,3,118,731,en,1757142,399,1,digital_library,academic_publication,14/03/2019 06:38,6,14/03/2019 06:38,3.16934,4.3.1,zh,\N,\N,\N,\N,US,-700,13/03/2019 22:38,22,7,10,content_based_filtering,mlt_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
89625,147466,\N,\N,Withheld for privacy,4,30,nl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 06:52,6,14/03/2019 06:52,0.35243,4.3.1,en,\N,\N,\N,\N,AE,400,14/03/2019 09:52,9,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
89647,147489,\N,\N,Withheld for privacy,15,110,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 07:42,7,14/03/2019 07:42,3.1867099999999997,4.3.1,en,\N,\N,\N,\N,FR,100,14/03/2019 07:42,7,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
89678,147521,\N,\N,Withheld for privacy,12,76,pl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 08:44,8,14/03/2019 08:44,0.288537,4.3.1,en,\N,\N,\N,\N,ES,100,14/03/2019 08:44,8,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
89687,147530,\N,\N,Withheld for privacy,12,76,pl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 08:56,8,14/03/2019 08:56,0.397698,4.3.1,en,\N,\N,\N,\N,ES,100,14/03/2019 08:56,8,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
89798,147643,\N,\N,Withheld for privacy,14,110,en,51790898,\N,2017,8,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 10:26,10,14/03/2019 10:26,3.15901,4,en,\N,\N,\N,\N,DK,100,14/03/2019 10:26,10,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
89865,147712,\N,\N,Withheld for privacy,3,38,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 11:11,11,14/03/2019 11:11,2.23066,4.1,de,\N,\N,\N,\N,DE,100,14/03/2019 11:11,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
89889,147736,\N,\N,Withheld for privacy,4,29,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 11:27,11,14/03/2019 11:27,0.36695,4.3.1,en,\N,\N,\N,\N,DE,100,14/03/2019 11:27,11,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
89971,147819,\N,\N,Withheld for privacy,2,14,en,3930440,\N,2012,1,41,315,it,1035417,149,1,digital_library,academic_publication,14/03/2019 12:07,12,14/03/2019 12:07,0.0925775,4.3.1,en,\N,\N,\N,\N,DE,100,14/03/2019 12:07,12,7,24,same_author,\N,no,no,no,\N,\N,\N,1,0.1429,1
90019,147867,\N,\N,Withheld for privacy,6,40,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 12:59,12,14/03/2019 13:00,2.67694,4.3.1,en,\N,\N,\N,\N,IT,100,14/03/2019 12:59,12,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
90103,147956,\N,\N,Withheld for privacy,10,63,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 14:11,14,14/03/2019 14:11,0.0685875,4.3.1,en,\N,\N,\N,\N,DE,100,14/03/2019 14:11,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90175,148029,\N,\N,Withheld for privacy,7,37,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 15:01,15,14/03/2019 15:01,9.52944,4.3.1,es,\N,\N,\N,\N,ES,100,14/03/2019 15:01,15,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
90184,148038,\N,\N,Withheld for privacy,7,37,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 15:03,15,14/03/2019 15:03,3.9222300000000003,4.3.1,es,\N,\N,\N,\N,ES,100,14/03/2019 15:03,15,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90237,148105,\N,\N,Withheld for privacy,9,76,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 15:39,15,14/03/2019 15:39,3.81379,4.3.1,en,\N,\N,\N,\N,DE,100,14/03/2019 15:39,15,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90387,148265,\N,\N,Withheld for privacy,13,90,en,3488158,\N,2012,13,\N,\N,\N,269898,4658,1,digital_library,academic_publication,14/03/2019 17:47,17,14/03/2019 17:47,4.25631,4.3.1,en,\N,\N,\N,\N,FR,100,14/03/2019 17:47,17,7,15,content_based_filtering,mlt_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
90423,148304,\N,\N,Withheld for privacy,18,134,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 18:27,18,14/03/2019 18:28,6.29785,4,en,\N,\N,\N,\N,US,-700,14/03/2019 10:27,10,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
90436,148317,\N,\N,Withheld for privacy,5,32,en,33309637,\N,\N,1,94,613,en,2538819,81,1,digital_library,academic_publication,14/03/2019 18:37,18,14/03/2019 18:37,2.63782,4.3.1,en,\N,\N,\N,\N,GB,0,14/03/2019 17:37,17,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,3,0.4286,1
90557,148439,\N,\N,Withheld for privacy,5,147,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 22:26,22,14/03/2019 22:26,0.0463758,4.3.1,en,\N,\N,\N,\N,GH,0,14/03/2019 21:26,21,7,3,stereotype,\N,no,no,no,\N,\N,\N,2,0.2857,1
90578,148461,\N,\N,Withheld for privacy,10,66,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 23:25,23,14/03/2019 23:25,0.08429550000000001,4.3.1,en,\N,\N,\N,\N,BR,-400,14/03/2019 18:25,18,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
90580,148463,\N,\N,Withheld for privacy,14,109,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,14/03/2019 23:27,23,14/03/2019 23:27,1.21256,4.3.1,en,\N,\N,\N,\N,BR,-400,14/03/2019 18:27,18,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90611,148495,\N,\N,Withheld for privacy,4,37,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 00:39,0,15/03/2019 00:39,0.26067399999999996,4.3.1,en,\N,\N,\N,\N,US,-400,14/03/2019 19:39,19,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
90705,148592,\N,\N,Withheld for privacy,5,42,es,16174856,\N,2010,6,48,339,en,7798467,55,1,digital_library,academic_publication,15/03/2019 03:37,3,15/03/2019 03:37,0.35278000000000004,4.3.1,en,\N,\N,\N,\N,EC,-500,14/03/2019 21:37,21,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90752,148640,\N,\N,Withheld for privacy,5,28,en,49017891,\N,1998,1,4,24,en,18958667,3,1,digital_library,academic_publication,15/03/2019 04:38,4,15/03/2019 04:38,1.7092200000000002,4.3.1,en,\N,\N,\N,\N,CA,-400,14/03/2019 23:38,23,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
90808,148696,\N,\N,Withheld for privacy,13,96,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 07:32,7,15/03/2019 07:32,0.120152,4.3.1,en,\N,\N,\N,\N,ID,700,15/03/2019 13:32,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
90813,148701,\N,\N,Withheld for privacy,3,25,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 07:45,7,15/03/2019 07:45,0.42854799999999993,4.3.1,de,\N,\N,\N,\N,AT,100,15/03/2019 07:45,7,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
90969,148860,\N,\N,Withheld for privacy,6,44,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 10:42,10,15/03/2019 10:42,2.78671,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
91016,148907,\N,\N,Withheld for privacy,6,30,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 11:11,11,15/03/2019 11:12,1.2602,4.3.1,en,\N,\N,\N,\N,FR,100,15/03/2019 11:11,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
91022,148913,\N,\N,Withheld for privacy,8,65,en,11594908,\N,2017,5,96,657,en,49932,81,1,digital_library,academic_publication,15/03/2019 11:20,11,15/03/2019 11:20,3.10395,4.3,en,\N,\N,\N,\N,NL,100,15/03/2019 11:20,11,7,15,content_based_filtering,mlt_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
91054,148945,\N,\N,Withheld for privacy,6,47,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 11:51,11,15/03/2019 11:51,1.8203099999999999,4.3.1,en,\N,\N,\N,\N,JP,900,15/03/2019 19:51,19,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
91069,148960,\N,\N,Withheld for privacy,9,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 12:14,12,15/03/2019 12:14,1.41995,4.3.1,en,\N,\N,\N,\N,DE,100,15/03/2019 12:14,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
91215,149107,\N,\N,Withheld for privacy,10,80,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 14:28,14,15/03/2019 14:28,5.470219999999999,4.3.1,en,\N,\N,\N,\N,DE,100,15/03/2019 14:28,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
91220,149112,\N,\N,Withheld for privacy,9,73,it,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 14:32,14,15/03/2019 14:32,0.151348,4.3.1,en,\N,\N,\N,\N,AT,100,15/03/2019 14:32,14,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
91289,149182,\N,\N,Withheld for privacy,19,122,en,34934621,\N,2011,6,17,196,en,32907,458237,1,digital_library,academic_publication,15/03/2019 15:28,15,15/03/2019 15:28,7.08547,4.3.1,en,\N,\N,\N,\N,NL,100,15/03/2019 15:28,15,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
91324,149218,\N,\N,Withheld for privacy,18,133,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 15:50,15,15/03/2019 15:50,4.27612,4.2,en,\N,\N,\N,\N,DE,100,15/03/2019 15:50,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,2,0.2857,1
91462,149361,\N,\N,Withheld for privacy,10,64,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 18:31,18,15/03/2019 18:31,2.33258,4.3.1,en,\N,\N,\N,\N,US,-500,15/03/2019 12:31,12,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
91492,149393,\N,\N,Withheld for privacy,6,35,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 19:25,19,15/03/2019 19:25,1.3920700000000001,4.3.1,en,\N,\N,\N,\N,BR,-300,15/03/2019 15:25,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
91511,149413,\N,\N,Withheld for privacy,7,53,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 19:51,19,15/03/2019 19:51,2.65536,4.3.1,en,\N,\N,\N,\N,US,-500,15/03/2019 13:51,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
91521,149423,\N,\N,Withheld for privacy,5,39,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 20:10,20,15/03/2019 20:10,3.41456,4.3.1,en,\N,\N,\N,\N,DK,100,15/03/2019 20:10,20,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
91557,149460,\N,\N,Withheld for privacy,11,91,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,15/03/2019 21:19,21,15/03/2019 21:19,4.0135,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
